Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
928387;Yellow Tail Cabernet Sauvignon 2019;Casella Wines;0,75 l;10.55;13.93;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2019;South Eastern Australia;;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, vadelmainen, kirsikkahilloinen, mausteinen, vaniljainen, hennon mokkainen;pullo;metallinen kierrekapseli;13.5;5.5;7;;;;80.0;vakiovalikoima;9322214007806
430947;Breathing Space Cabernet Sauvignon 2016;Evans & Tate;0,75 l;6.98;9.17;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Länsi-Australia;2016;Margaret River;Saattaa sisältää sakkaa;Cabernet Sauvignon, Shiraz, Syrah, ;Täyteläinen, tanniininen, mustaherukkainen, luumuinen, kaakaoinen, mokkainen, kevyen minttuinen;pullo;metallinen kierrekapseli;14.5;6.3;;;;;80.0;vakiovalikoima;9311769164003
496867;Cape Mentelle Cabernet Sauvignon 2012;Cape Mentelle Vineyards;0,75 l;67.50;90.0;;110;punaviinit;Roteva & Voimakas;;;Australia;Länsi-Australia;2012;Margaret River;;Cabernet Sauvignon, ;Täyteläinen, tanniininen, tumman marjainen, kirsikkainen, mustikkainen, mausteinen, hennon eukalyptuksinen, tamminen;pullo;metallinen kierrekapseli;14.0;6.1;;;;;80.0;erikoiserä;9314500092337
950647;Cape Mentelle Shiraz 2017;Cape Mentelle Vineyards;0,75 l;35.90;47.73;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Länsi-Australia;2017;;;Shiraz, Grenache Noir, Viognier, ;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, mustapippurinen, tummasuklainen;pullo;metallinen kierrekapseli;14.5;5.5;;;;;80.0;tilausvalikoima;9314500094300
489857;Forest Hill Highbury Fields Cabernet Merlot 2015;Forest Hill;0,75 l;18.99;25.19;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Länsi-Australia;2015;Mount Barker;;Cabernet Sauvignon, Merlot, Malbec, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, boysenmarjainen, kevyen suklainen, hennon minttuinen;pullo;metallinen kierrekapseli;13.8;6.4;;;;;80.0;erikoiserä;9329541092277
426337;Forest Hill Vineyard Shiraz 2016;Forest Hill Vineyard;0,75 l;15.00;19.87;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Länsi-Australia;2016;Mount Barker;;Shiraz, Malbec, ;Täyteläinen, keskitanniininen, luumuinen, herukkainen, tumman kirsikkainen, suklainen, mausteinen, kevyen minttuinen;pullo;metallinen kierrekapseli;14.0;4.7;;;;;80.0;vakiovalikoima;9329541001194
495967;Moss Wood Cabernet Sauvignon 2016;Domaine Moss Wood;0,75 l;76.80;102.4;;110;punaviinit;Roteva & Voimakas;soveltuu vegaaneille;;Australia;Länsi-Australia;2016;Margaret River;;Cabernet Sauvignon, Petit Verdot, Cabernet Franc, ;Erittäin täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, luumuinen, mustapippurinen, kevyen minttuinen, tamminen, roteva, lämmin, pitkä;pullo;metallinen kierrekapseli;14.0;6.5;1;;;;80.0;erikoiserä;9319495007816
429867;Plan B Shiraz 2017;Plan B Wines;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Länsi-Australia;2017;Frankland River - Margaret River;;Shiraz, Tempranillo, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, kypsän karpaloinen, mustaherukkainen, hennon yrttinen, kevyen lakritsinen;pullo;metallinen kierrekapseli;14.5;5.3;;;;;80.0;vakiovalikoima;9327236001276
453427;Thompson Estate Andrea Cabernet Merlot 2012;Thompson Estate;0,75 l;24.99;33.19;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Länsi-Australia;2012;Margaret River;;Cabernet Sauvignon, Merlot, Cabernet Franc, ;Täyteläinen, tanniininen, tumman kirsikkainen, kypsän karpaloinen, herukkainen, taatelinen, kevyen kaakaoinen, mustapippurinen;pullo;metallinen kierrekapseli;14.0;6.6;1;;;;80.0;erikoiserä;9338217001529
900004;Vasse Felix Filius Cabernet Sauvignon;Vasse Felix;0,75 l;19.98;26.64;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Länsi-Australia;;;;Cabernet Sauvignon, Malbec, ;Täyteläinen, keskitanniininen, luumuinen, tumman kirsikkainen;pullo;metallinen kierrekapseli;13.5;6.3;2;;;;80.0;tilausvalikoima;9315032003068
943491;Vasse Felix Tom Cullity 2014;Vasse Felix;0,75 l;125.00;166.67;;110;punaviinit;Roteva & Voimakas;;;Australia;Länsi-Australia;2014;;;Cabernet Sauvignon, Malbec, Petit Verdot, ;Täyteläinen, tanniininen, karpaloinen, kirsikkainen;pullo;metallinen kierrekapseli;14.5;5.5;;;;;80.0;tilausvalikoima;9315032008001
486607;Caravan Durif 2018;Quarisa Wines;0,75 l;11.98;15.84;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2018;South Eastern Australia;Saattaa sisältää sakkaa;Petite Sirah, ;Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, kirsikkahilloinen, hennon suklainen, kevyen tamminen;pullo;metallinen kierrekapseli;14.5;6.4;;;;;80.0;vakiovalikoima;9337739000218
913177;Coral Reef Shiraz-Cabernet 2017;GCF;0,75 l;9.99;13.32;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2017;;;Cabernet Sauvignon, Shiraz, ;Keskitäyteläinen, vähätanniininen, mustaherukkainen, mausteinen, eukalyptuksinen;pullo;metallinen kierrekapseli;13.5;5.5;2;;;;80.0;tilausvalikoima;3263280108812
467363;Elephant in the Room Pinot Noir tölkki;Fourth Wave Wines;0,25 l;3.99;15.96;;110;punaviinit;Marjaisa & Raikas;;;Australia;Muut;;;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, karpaloinen, kevyen karhunvatukkainen, hennon mausteinen;tölkki;metallipakkaus;13.5;5.3;5;;;;80.0;vakiovalikoima;9344154012047
913367;Em's Table Shiraz 2013;Macaw Creek Wines;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;luomu;;Australia;Muut;2013;;Saattaa sisältää sakkaa;Syrah, ;Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, vaniljainen;pullo;metallinen kierrekapseli;13.5;6.8;;;;;80.0;tilausvalikoima;9327378000236
444577;Hardys BIN 343 Cabernet Shiraz 2018;Thomas Hardy & Sons;0,75 l;7.99;10.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2018;South Eastern Australia;;Cabernet Sauvignon, Shiraz, Ruby Cabernet, Syrah, ;Keskitäyteläinen, keskitanniininen, mansikkahilloinen, boysenmarjainen, minttusuklainen, mokkainen;pullo;metallinen kierrekapseli;13.0;5.3;6;;;;80.0;vakiovalikoima;9311043093302
457737;Hardys Crest Cabernet Shiraz Merlot 2018;Thomas Hardy & Sons;0,75 l;11.98;15.84;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2018;South Eastern Australia;;Cabernet, Shiraz, Merlot, Cabernet Sauvignon, Syrah, ;Täyteläinen, keskitanniininen, kirsikkahilloinen, kypsän karpaloinen, punaherukkainen, mausteinen, kevyen mokkainen;pullo;metallinen kierrekapseli;14.0;5.6;6;;;;80.0;vakiovalikoima;9311043013584
958993;Henschke Hill of Grace 2013;Henschke;0,75 l;649.99;866.65;;110;punaviinit;Roteva & Voimakas;;;Australia;Muut;2013;Eden Valley;;Shiraz, ;Täyteläinen, tanniininen, karhunvatukkainen, luumuinen;pullo;muu suljenta;14.5;5.5;;;;;80.0;tilausvalikoima;9320909001009
403317;Hidden Rock Shiraz 2018 muovipullo;Enjoy Wine & Spirits;0,75 l;8.98;11.71;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2018;South Eastern Australia;;Shiraz, Cabernet Sauvignon, ;Keskitäyteläinen, keskitanniininen, herukkainen, kirsikkainen, maitokahvinen, mausteinen;muovipullo;muovisuljin;13.5;5.5;6;;;;80.0;vakiovalikoima;7350041450795
904477;Hope Shiraz Reserve 2019;Iconic Wines;0,75 l;10.99;14.52;;110;punaviinit;Mehevä & Hilloinen;soveltuu vegaaneille;;Australia;Muut;2019;South Eastern Australia;;Shiraz, ;Täyteläinen, keskitanniininen, puolukkahilloinen, kirsikkainen, luumuinen, minttuinen, kevyen salmiakkinen;pullo;metallinen kierrekapseli;14.5;5.8;1;;;;80.0;vakiovalikoima;3332750007761
930787;Jacob's Creek Double Barrel Cabernet Sauvignon 4th vintage;Jacob's Creek Wines;0,75 l;18.69;24.79;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;;;;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, mustaherukkainen, paprikainen, luumuinen, suklainen, paahteinen, hennon yrttinen;pullo;metallinen kierrekapseli;14.3;5.6;3;;;;80.0;vakiovalikoima;9300727019547
911257;Jacob's Creek Double Barrel Shiraz 2017;Jacob's Creek Wines;0,75 l;18.48;24.51;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2017;;;Shiraz, ;Täyteläinen, tanniininen, kirsikkainen, viikunainen, karhunvatukkainen, hennon neilikkainen, tamminen;pullo;metallinen kierrekapseli;14.9;5.8;3;;;;80.0;vakiovalikoima;9300727019578
449867;Jacob's Creek Grenache Shiraz 2019;Jacob's Creek Wines;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2019;South Eastern Australia;;Grenache, Shiraz, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kypsän kirsikkainen, punaherukkainen, mausteinen;pullo;metallinen kierrekapseli;14.5;5.1;3;;;;80.0;vakiovalikoima;9300727574213
004985;Jacob's Creek Merlot 2019;Jacob's Creek Wines;0,75 l;11.09;14.65;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2019;South Eastern Australia;;Merlot, ;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkainen, kevyen paprikainen, hennon maustepippurinen;pullo;metallinen kierrekapseli;13.9;5.2;4;;;;80.0;vakiovalikoima;9300727508287
006201;Jacob's Creek Organic Shiraz Cabernet 2019;Jacob's Creek Wines;0,75 l;10.99;14.52;;110;punaviinit;Mehevä & Hilloinen;luomu;;Australia;Muut;2019;South Eastern Australia;;Shiraz, Cabernet Sauvignon, ;Keskitäyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, herukkainen, kevyen vaniljainen, mausteinen;pullo;metallinen kierrekapseli;14.0;5.3;2;;;;80.0;vakiovalikoima;9300727017581
474877;Jacob's Creek Pinot Noir 2019;Jacob's Creek Wines;0,75 l;11.09;14.65;;110;punaviinit;Marjaisa & Raikas;;;Australia;Muut;2019;Australia;;Pinot Noir, ;Kevyt, keskitanniininen, herukkainen, kevyen vadelmainen, mustikkainen, hennon lakritsinen;pullo;metallinen kierrekapseli;13.9;4.8;2;;;;80.0;vakiovalikoima;9300727004475
947282;Jacob´s Creek Classic Shiraz 2018;Jacob´s Creek Wines;0,75 l;10.49;13.85;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2018;South Eastern Australia;;Shiraz, ;Täyteläinen, keskitanniininen, luumuinen, mustaherukkainen, mausteinen;pullo;metallinen kierrekapseli;13.9;5.9;3;;;;80.0;tilausvalikoima;9300727488275
914266;Jim Barry The Armagh Shiraz 2014;Jim Barry Wines;0,75 l;249.98;333.31;;110;punaviinit;Roteva & Voimakas;;;Australia;Muut;2014;Clare Valley;;Shiraz, ;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, mokkainen;pullo;metallinen kierrekapseli;14.0;6.4;1;;;;80.0;tilausvalikoima;9314487207977
006152;Lindeman's Bin 50 Shiraz 2019;Lindeman's Wines;0,75 l;10.99;14.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2019;South Eastern Australia;;Shiraz, ;Täyteläinen, keskitanniininen, tumman luumuinen, karhunvatukkainen, toffeinen, mokkainen;pullo;metallinen kierrekapseli;14.0;6.0;5;;;;80.0;vakiovalikoima;9311218119509
432797;Lindeman's Bin 99 Pinot Noir 2019;Lindeman's Wines;0,75 l;10.99;14.52;;110;punaviinit;Marjaisa & Raikas;ympäristövastuullinen pakkaus;;Australia;Muut;2019;South Eastern Australia;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, metsämarjainen, karpaloinen, kevyen yrttinen;pullo;metallinen kierrekapseli;14.0;5.1;2;;;;80.0;vakiovalikoima;9311218001323
938237;Lindeman's Gentlemans Collection Shiraz 2019;Lindeman's Wines;0,75 l;12.98;17.17;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2019;South Eastern Australia;;Shiraz, ;Täyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, herukkainen, vaniljainen, kevyen paahteinen;pullo;metallinen kierrekapseli;14.5;5.9;3;;;;80.0;vakiovalikoima;9311218004010
949507;McGuigan Black Label Red 2017;McGuigan;0,75 l;10.98;14.64;;110;punaviinit;Pehmeä & Hedelmäinen;ympäristövastuullinen pakkaus;;Australia;Muut;2017;South Eastern Australia;;Shiraz, ;Täyteläinen, keskitanniininen, luumuinen, kirsikkainen, mustaherukkainen;pullo;metallinen kierrekapseli;12.5;5.7;20;;;;80.0;tilausvalikoima;0764253500204
949107;Motörhead Shiraz 2017;Broken Back Winery;0,75 l;16.66;22.08;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2017;;;Syrah, ;Täyteläinen, keskitanniininen, marjainen, mausteinen;pullo;metallinen kierrekapseli;13.5;;5;;;;80.0;tilausvalikoima;4044551031713
904007;Nugan Alfredo Dried Grape Shiraz 2015;Nugan Estate;0,75 l;19.98;26.51;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2015;South Eastern Australia;Saattaa sisältää sakkaa;Shiraz, ;Täyteläinen, tanniininen, karhunvatukkahilloinen, luumuinen, kaakaoinen, hennon kanelinen;pullo;metallinen kierrekapseli;14.5;5.9;8;;;;80.0;vakiovalikoima;9329056002464
924037;Nugan Alfredo Passo Appassimento 2018;Nugan Estate;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2018;South Eastern Australia;;Syrah, ;Täyteläinen, keskitanniininen, kirsikkahilloinen, herukkainen, kevyen suklainen, eukalyptuksinen;pullo;metallinen kierrekapseli;14.5;6.0;14;;;;90.0;vakiovalikoima;9329056003133
932057;Nugan Alfredo Second Pass Shiraz 2017;Nugan Estate;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2017;South Eastern Australia;;Shiraz, ;Keskitäyteläinen, keskitanniininen, mustikkainen, karpaloinen, kevyen herukkainen, mokkainen, vaniljainen, hennon yrttinen;pullo;metallinen kierrekapseli;14.0;6.2;8;;;;80.0;vakiovalikoima;9329056002471
458147;Nugan Estate Durif 2016;Nugan Estate;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2016;Riverina;;Durif, ;Täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, mustikkainen, mokkainen, kevyen minttuinen;pullo;metallinen kierrekapseli;14.5;5.9;3;;;;80.0;vakiovalikoima;9329056000811
944546;Nugan Estate Third Generation Shiraz 2018;Nugan Estate;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2018;South Eastern Australia;;Shiraz, Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, mausteinen;pullo;metallinen kierrekapseli;14.0;6.1;5;;;;80.0;tilausvalikoima;9329056000859
005424;Painter's Cove Shiraz Cabernet 2017;Casella Family Brands;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2017;South Eastern Australia;;Shiraz, Cabernet, ;Täyteläinen, keskitanniininen, marjahilloinen, kevyen mustaherukkainen, kirsikkainen, maitosuklainen;pullo;metallinen kierrekapseli;13.5;5.5;6;;;;80.0;vakiovalikoima;9322214002016
438238;Passento kartonkitölkki;Solera Beverage Group;1 l;9.58;9.58;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;;;;Petit Verdot, Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, kirsikkainen, kypsän mansikkainen, mausteinen;kartonkitölkki;muovisuljin;13.0;5.3;5;;;;80.0;vakiovalikoima;6430037251023
471288;Pop Up Season No Name 2018 muovipullo;Stella Wines;1 l;9.49;9.09;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2018;South Eastern Australia;;Shiraz, Petit Verdot, ;Keskitäyteläinen, keskitanniininen, kypsän karpaloinen, tumman kirsikkainen, mustapippurinen, kevyen paahteinen;muovipullo;muovisuljin;13.0;5.9;3;;;;70.0;vakiovalikoima;6430036544560
465357;Rawson's Retreat Shiraz Cabernet 2018;Penfolds;0,75 l;9.79;12.92;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2018;South Eastern Australia;;Shiraz, Cabernet Sauvignon, ;Täyteläinen, tanniininen, boysenmarjahilloinen, kypsän vadelmainen, vaniljainen, kevyen mokkainen, kevyen pippurinen;pullo;metallinen kierrekapseli;13.5;5.7;2;;;;80.0;vakiovalikoima;9310297654703
953487;Tussock Jumper Shiraz 2017;Tussock Jumper;0,75 l;12.89;17.19;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2017;South Eastern Australia;;Syrah, ;Täyteläinen, keskitanniininen, mustaherukkainen, pippurinen, eukalyptuksinen;pullo;metallinen kierrekapseli;14.5;6.8;5;;;;80.0;tilausvalikoima;3760204540135
947835;Wolf Blass Gold Label Cabernet Sauvignon 2016;Wolf Blass;0,75 l;23.99;31.99;;110;punaviinit;Roteva & Voimakas;;;Australia;Muut;2016;Coonawarra;;Cabernet Sauvignon, ;Täyteläinen, erittäin tanniininen, suklainen, tamminen, mustaherukkainen;pullo;metallinen kierrekapseli;14.5;6.1;;;;;80.0;tilausvalikoima;9312088031175
467147;Wolf Blass Red Label Shiraz Cabernet  2019;Wolf Blass;0,75 l;8.99;11.85;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Muut;2019;South Eastern Australia;;Shiraz, Cabernet Sauvignon, ;Keskitäyteläinen, tanniininen, herukkainen, tumman kirsikkainen, pippurinen, kevyen yrttinen;pullo;metallinen kierrekapseli;13.5;5.5;5;;;;80.0;vakiovalikoima;9312088451898
446827;Wyndham Estate Bin 555 Shiraz 2019;Wyndham Estate;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2019;Wine of Australia;;Shiraz, ;Täyteläinen, keskitanniininen, herukkahilloinen, kirsikkainen, luumuinen, tummasuklainen, hennon lakritsinen;pullo;metallinen kierrekapseli;14.5;5.5;4;;;;80.0;vakiovalikoima;9300727007391
909877;Yellow Tail Merlot 2019;Casella Family Brands;0,75 l;10.55;13.93;;110;punaviinit;Pehmeä & Hedelmäinen;;;Australia;Muut;2019;;;Merlot, ;Täyteläinen, keskitanniininen, luumuinen, mustikkahilloinen, mausteinen, vaniljainen;pullo;metallinen kierrekapseli;13.5;5.2;7;;;;80.0;vakiovalikoima;9322214006328
458797;Yellow Tail Shiraz 2019;Casella Family Brands;0,75 l;10.55;13.93;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Muut;2019;South Eastern Australia;;Shiraz, ;Täyteläinen, keskitanniininen, kirsikkainen, mustikkainen, maitokahvinen, vaniljainen, hennon lakritsinen;pullo;metallinen kierrekapseli;13.5;5.4;8;;;;80.0;vakiovalikoima;9322214006229
914007;Brown Brothers Devil's Corner Pinot Noir 2016;Brown Brothers;0,75 l;15.89;21.19;;110;punaviinit;Marjaisa & Raikas;;;Australia;Tasmania;2016;;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, vadelmainen, mausteinen;pullo;metallinen kierrekapseli;13.0;5.6;3;;;;70.0;tilausvalikoima;9325814006194
930376;Dalrymple Pipers River Pinot Noir 2016;Dalrymple Tasmania;0,75 l;35.00;46.67;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Tasmania;2016;Tasmania;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, boysenmarjainen, tumman kirsikkainen, mustikkainen;pullo;metallinen kierrekapseli;14.0;4.8;;;;;80.0;tilausvalikoima;9337725000062
418347;Ninth Island Pinot Noir 2017;Pipers Brook Vineyard;0,75 l;18.98;25.17;;110;punaviinit;Marjaisa & Raikas;ympäristövastuullinen pakkaus;;Australia;Tasmania;2017;Tasmania;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kypsän karpaloinen, karhunvatukkainen, orvokkinen, kevyen mustikkainen, tasapainoinen;pullo;metallinen kierrekapseli;13.5;5.0;1;;;;80.0;vakiovalikoima;9315314990024
445967;Block 50 Mourvèdre Grenache 2013;Cumulus Wines;0,75 l;13.49;17.85;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Uusi Etelä-Wales;2013;Central Ranges;;Grenache, Mourvèdre, ;Keskitäyteläinen, keskitanniininen, karpaloinen, makean kirsikkainen, yrttinen, hennon havuinen;pullo;metallinen kierrekapseli;13.8;5.8;4;;;;80.0;vakiovalikoima;9334463000583
428677;Cumulus Climbing Shiraz 2016;Cumulus Estate Wines;0,75 l;13.68;18.11;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Uusi Etelä-Wales;2016;Orange;;Shiraz, ;Täyteläinen, keskitanniininen, herukkainen, metsämansikkainen, karpaloinen, tumman kirsikkainen, hennon neilikkainen;pullo;metallinen kierrekapseli;14.0;5.9;5;;;;80.0;vakiovalikoima;9334463000019
419517;Grass Roots Organic Hunter Valley Shiraz 2019;Tamburlaine;0,75 l;13.89;18.39;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Uusi Etelä-Wales;2019;Hunter Valley;;Shiraz, ;Keskitäyteläinen, keskitanniininen, kirsikkahilloinen, kypsän karpaloinen, kevyen mansikkainen, hennon luumuinen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.7;3;;;;80.0;vakiovalikoima;9332496007241
433507;Logan Weemala Pinot Noir 2019;Logan Wines;0,75 l;13.96;18.48;;110;punaviinit;Marjaisa & Raikas;;;Australia;Uusi Etelä-Wales;2019;Orange;Saattaa sisältää sakkaa;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, punaherukkainen, kevyen karpaloinen, mansikkainen, mausteinen;pullo;metallinen kierrekapseli;13.0;5.3;3;;;;70.0;vakiovalikoima;9323853000364
469537;Rolling Shiraz Viognier 2013;Cumulus Wines;0,75 l;10.80;14.27;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Uusi Etelä-Wales;2013;Central Ranges;;Shiraz, Viognier, ;Täyteläinen, tanniininen, hapankirsikkainen, kypsän karhunvatukkainen, herukkainen, hennon lakritsinen, mausteinen;pullo;metallinen kierrekapseli;13.8;5.3;2;;;;80.0;vakiovalikoima;9334463000255
918707;The Natural Wine Co Organic Shiraz 2019;Windowrie Estate;0,75 l;14.99;19.99;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Uusi Etelä-Wales;2019;;;Syrah, ;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, mausteinen, pippurinen;pullo;metallinen kierrekapseli;14.5;5.7;4;;;;80.0;tilausvalikoima;0699626000855
908137;Angus The Bull Cabernet Sauvignon 2015;Aberdeen Wine Company;0,75 l;14.98;19.84;;110;punaviinit;Roteva & Voimakas;;;Australia;Victoria;2015;Central Victoria;;Cabernet Sauvignon, ;Täyteläinen, tanniininen, karhunvatukkahilloinen, suklainen, tamminen;pullo;metallinen kierrekapseli;14.0;6.2;2;;;;80.0;tilausvalikoima;9328478000010
932654;Beefsteak Club Shiraz 2017;E. I. Wines;0,75 l;15.80;21.07;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Victoria;2017;Limestone Coast;;Syrah, ;Täyteläinen, tanniininen, mustaherukkainen, mausteinen, eukalyptuksinen;pullo;metallinen kierrekapseli;14.5;5.4;4;;;;80.0;tilausvalikoima;5011932012677
905476;Brown Brothers Cienna 2017;Brown Brothers;0,75 l;9.42;12.56;;110;punaviinit;Pehmeä & Hedelmäinen;;;Australia;Victoria;2017;;Matala-alkoholinen viini (0,6-9,9%);Cienna, ;Kevyt, vähätanniininen, tumman kirsikkainen, mustikkainen, vadelmainen, pirskahteleva;pullo;metallinen kierrekapseli;7.5;6.6;100;;;;80.0;tilausvalikoima;0029147100244
459497;Brown Brothers Shiraz 2015;Brown Brothers;0,75 l;12.98;17.17;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Victoria;2015;Victoria;;Shiraz, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, boysenmarjainen, minttuinen, kevyen mustapippurinen;pullo;metallinen kierrekapseli;14.5;5.6;;;;;80.0;vakiovalikoima;0029147304833
470457;De Bortoli Woodfired Sparkling Shiraz;De Bortoli;0,75 l;16.98;22.64;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Victoria;;Heathcote;;Shiraz, ;Täyteläinen, vähätanniininen, karhunvatukkahilloinen, herukkainen, tumman kirsikkainen, kevyen kukkainen, hennon mausteinen, pirskahteleva;pullo;luonnonkorkki;13.7;5.2;18;;;;80.0;vakiovalikoima;9300752050331
435307;Deakin Artisan's Blend Cabernet Merlot 2018;Wingara Wine Group;0,75 l;9.64;12.72;;110;punaviinit;Roteva & Voimakas;;;Australia;Victoria;2018;Victoria;;Cabernet Sauvignon, Merlot, ;Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, kevyen mustapippurinen, hennon mokkainen;pullo;metallinen kierrekapseli;13.5;5.4;;;;;80.0;vakiovalikoima;9313467524035
918958;Giant Steps Applejack Vineyard Pinot Noir 2016;Giant Steps Wine;0,75 l;34.98;46.64;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Victoria;2016;Yarra Valley;;Pinot Noir, ;Täyteläinen, keskitanniininen, kirsikkainen, aromikas, vadelmainen;pullo;metallinen kierrekapseli;13.8;6.1;3;;;;80.0;tilausvalikoima;9351105000268
949197;Giant Steps Pinot Noir 2017;Giant Step Wine;0,75 l;16.98;22.64;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Victoria;2017;Yarra Valley;Saattaa sisältää sakkaa;Pinot Noir, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, marjainen, yrttinen;pullo;metallinen kierrekapseli;13.5;5.7;;;;;80.0;tilausvalikoima;9351105000121
410867;Johnny Q Tempranillo 2017;Quarisa Wines;0,75 l;10.99;14.52;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Victoria;2017;Central Victoria;;Tempranillo, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, kypsän karhunvatukkainen, kevyen vadelmainen, suklainen, mausteinen;pullo;metallinen kierrekapseli;14.0;5.4;4;;;;80.0;vakiovalikoima;9337739000423
